,identifiant_unique,adresse,adresse_complement,code_postal,ville,st_x,st_y
8591,valois_johnny_205931_reparation_0232560907,58 GRAND RUE,,27310,BOURG ACHARD,0.817862,49.355342
8592,daumand_lantier_190560_reparation_0546909904,BOULEVARD BONNES NOUVELLES,,17120,COZES,-0.827367,45.580113
8593,artbeladey_123167_reparation_0764711379,1 ALLEE DE L'EGLANTIER,,01960,PERONNAS,5.1994742,46.1817421
8594,lefevre_swann_111456_reparation_0662960863,410 ROUTE DU TANARGUE,,07380,LA SOUCHE,4.1236111,44.6130556
8595,boutique_guenaelle_verdin_183180_reparation,69 IMPASSE DU MONT CUCHET,,73130,ST ETIENNE DE CUINES,6.294282,45.345833
8596,marie_marotmacquet_155569_reparation,30 RUE DE SAINTE BARBE,,22500,PAIMPOL,-3.001558,48.761283
8597,isabel_clerc_14010_reparation_0442669497,627 AVENUE PAUL JULIEN,PALETTE,13100,LE THOLONET,5.4880271,43.5109911
8598,corser_214023_reparation_0980376611,LD LE VAL JOYEUX,CENTRE COMMERCIAL CARREFOUR MARKET,78450,VILLEPREUX,2.009209,48.817977
8599,accesreagis_49901_sinoe_0240566412,la Moutonnerie,,44260,PRINQUIAU,-2.015882379634,47.378529011596
8600,cordonnerie_nouvelle_1512_reparation,362  RUE FAVENTINES,,26000,VALENCE,4.9142714,44.9126091
8601,lima_crea_200260_reparation_0677448120,4 ROUTE DE DONZY,,58200,COSNE COURS SUR LOIRE,2.928352,47.411295
8602,jean_pitot_service_181555_reparation_0674678955,3075 ROUTE DE MENERBES,LE PETIT COUSTELLET,84580,OPPEDE,5.163097,43.853118
8603,rvr_rico_218874_reparation_0164096756,FERME D'ANCOEUR,,77720,GRANDPUITS BAILLY CARROIS,2.978185,48.575931
8604,les_professionnels_de_lor_93953_reparation_0389400639,4 AV GENERAL DE GAULLE,,68300,ST LOUIS,7.5634126,47.5855715
8605,formationmecaniqueelectricite_201885_reparation_0667165561,1113 ROUTE DE POLOSSAT,,38630,LES AVENIERES VEYRINS-THUELLIN,5.532443,45.655323
8606,pat_creation_couture_10758_reparation_0470323925,2  RUE MARECHAL FOCH,,03200,VICHY,3.4238899,46.1218296
8607,mme_carriere_hanelore_151160_reparation_0672534563,1 RUE EMILE KAHN,,30000,NIMES,4.3681618,43.826762
8608,eurl_vigneau_mecanique_162917_reparation_0553948649,ZI DE BACOUE,,47700,CASTELJALOUX,0.077576,44.322002
8609,lilabee_sunshine_126434_reparation_0645900730,124 ROUTE DE LA ROMATIERE,,38630,CORBELIN,5.54208,45.611239
8610,guerin_cyril_100233_reparation,2 ROUTE DU PONTREAU,,85710,LA GARNACHE,-1.788587,46.891027
8611,rolland_herve_7559_reparation_0474973981,26  ROUTE DU CLOS,,38110,STE BLANDINE,5.4373058,45.5473917
8612,alain_leveque_154038_reparation,LE CLOS D ABAS,,22400,LAMBALLE-ARMOR,-2.531143,48.461929
8613,a_l_infini_58232_sinoe_0474439162,11 Rue Stalingrad,,38300,BOURGOIN-JALLIEU,5.268053202732,45.602708752034
8614,mediaclic_pro_143492_reparation,90 AV DES ETATS UNIS,,31200,TOULOUSE,1.432087,43.63206
8615,le_piano_a_bretelles_21391_reparation_0490337616_0603339567,ZONE ARTISANALE SAINT LOUIS,,84250,LE THOR,4.995481,43.928337
8616,lahoussine_sylvain_204263_reparation_0624091125,1 AVENUE DE QUILLY,DOMAINE DE CARHEIL,44630,LE COUDRAY,-1.918937,47.516436
8617,etablissements_daglan_138143_reparation,27 RUE JEAN COMTE,,18150,LA GUERCHE SUR L AUBOIS,2.955782,46.9564
8618,ambiance_deco_163680_reparation_0555092883,25 ROUTE DES RENARDIERES,,87590,SAINT JUST LE MARTEL,1.3985022,45.8756249
8619,deville_laure_145601_reparation_0616066054,19 IMP DE VARSOVIE,,31300,TOULOUSE,1.428803,43.596701
8620,miloudi_kamel_miloudi_kamel_200176_reparation,6 RUE MARECHAL LECLERC,,21000,DIJON,5.069401,47.327115
8621,qopo_219006_reparation,84 RUE DE MONTLIGNON,,95320,ST-LEU-LA-FORET,2.254872,49.014158
8622,m_jalogne_raphael_178970_reparation_0641170375,7 AVENUE FREDERIC MISTRAL,,13330,PELISSANNE,5.153142,43.633787
8623,fee_des_gemmes_203001_reparation_0605179723,273 ROUTE DES AYGACHAS,JABIER,43370,ST CHRISTOPHE SUR DOLAISON,3.826742,44.972172
8624,linscemi_182805_reparation,570 RUE DU TALIN,,88480,ST REMY,6.822353,48.350215
8625,mme_demidenne_nathalie_58094_reparation,37 RUE THIERS,,60800,CREPY EN VALOIS,2.8872247,49.2375605
8626,accessoires_de_aygun_203135_reparation_0635934128,27 RUE DE LAUTERBOURG,,67300,SCHILTIGHEIM,7.745195,48.609092
8627,sabine_couture_207797_reparation_0561445992,41 AV DE LOMBEZ,,31300,TOULOUSE,1.417962,43.595375
8628,ecoute_bergere_216479_reparation_0613921707,32 RUE DU CHATEAU,,77120,CHAILLY EN BRIE,3.120011,48.790763
8629,m_mafflard_dominique_126493_reparation,2 Bis RUE DU 15 SEPTEMBRE,,54390,FROUARD,6.142151,48.75516
8630,pc_aixpress_179270_reparation_0661248280,32 B AVENUE PHILIPPE SOLARI,CLOS SAINT JACQUES BAT B,13090,AIX EN PROVENCE,5.444836,43.537453
8631,tapissier_dameublement_rene_pernet_13441_reparation,109 BOULEVARD CHAVE,,13005,MARSEILLE--5E--ARRONDISSEMENT,5.393387,43.295605
8632,latelier_damaya_marseille_180129_reparation,43 RUE PARADIS,,13001,MARSEILLE,5.377331,43.29251
8633,laurierfelix_sabrina_151325_reparation,2 RUE LAMARTINE,,34725,SAINT ANDRE DE SANGONIS,3.505079,43.644331
8634,eurl_sejourne_67211_reparation_0251551101,41 RUE DU GENERAL DE GAULLE,,85800,ST GILLES CROIX DE VIE,-1.9389697,46.6959884
8635,jdb_informatique_164066_reparation,AVENUE ANDRE MALRAUX,ZI CANA EST,19100,BRIVE LA GAILLARDE,1.492496,45.164113
8636,sarl_la_sellerie_marine_142706_reparation_0622701619,51 QUAI DE BOSC,,34200,SETE,3.694061,43.409462
8637,waxebo_156237_reparation_0626921497,63 RUE VICTOR HUGO,,29200,BREST,-4.477749,48.390237
8638,helin_213479_reparation,14 RUE DU GENERAL LECLERC,,94520,MANDRES LES ROSES,2.541715,48.701829
8639,ozencia_2626_reparation_0475012057,ANGLE 58 RUE PIERRE JULIEN,ET 1 RUE ROGER POYOL,26200,MONTELIMAR,4.749496,44.556944
8640,sarl_coquillette_223430_reparation_0456400700,21 BOULEVARD AGUTTE SEMBAT,,38000,GRENOBLE,5.728188,45.186662
8641,mafip_219909_reparation_0142535050,14 R PIERRE BROSSOLETTE,,92320,CHATILLON,2.284128,48.800607
8642,cordonnerie_atelier_beaumarchais_219966_reparation_0659821000,59 BD BEAUMARCHAIS,,75003,PARIS 03,2.367848,48.857411
8643,aurieres_karine_11362_reparation_0622905773,LA BOUSCAILLADE,MOURJOU,15340,PUYCAPEL,2.311027,44.691807
8644,more_fabien_66451_reparation,1 ROUTE DES AILETTES,,50250,MONTSENELLE,-1.453433,49.316324
8645,cadrimage_11759_reparation_0471579664,14  RUE PANNESSAC,,43000,LE PUY EN VELAY,3.8823034,45.0436914
8646,l_atelier_d_aimee_173636_reparation_0545820246,2 RUE DE BEAUREGARD,,16100,CHATEAUBERNARD,-0.3032588,45.674984
8647,sarl_leor_153917_reparation,2 PL DU PARVIS,,29250,SAINT-POL-DE-LEON,-3.987338,48.684848
8648,bloc_informatique_maintenance_11745_reparation_0471615072,23  RUE DU COUTELIER,,43120,MONISTROL SUR LOIRE,4.1710133,45.2902352
8649,mmlc_metallier_et_meublier_de_lieu_com_20726_reparation_0490391944,100 AVENUE DE LA SERRE,Z I DU FOURNALET,84700,SORGUES,4.8784339,44.0179077
8650,luc_strenger_219636_reparation_0607794299,212 AV VICTOR HUGO,,92140,CLAMART,2.272416,48.810716
8651,lamboine_159706_reparation_0559565062,5447 ROUTE DE BRISCOUS,,64240,URT,-1.2967635,43.4857706
8652,l_atelier_de_patricia_19682_reparation_0608225663,51 ROUTE DE LA MADRAGUE,CHEMIN JACQUES MEYER,83270,SAINT CYR SUR MER,5.6957188,43.1669529
8653,mme_mary_anne_sophie_54280_reparation_0670797278,21 RUE DE WASQUEHAL,,59491,VILLENEUVE D ASCQ,3.1399908,50.6659566
8654,chanteloup_yoan_113824_reparation_0607624098,11 QUAI DES MOULINS,,49640,MORANNES SUR SARTHE DAUMERAY,-0.4214731,47.7413148
8655,mornet_stephanie_204125_reparation,8 RUE DE LA GOUPILLAIS,,44130,BLAIN,-1.758583,47.476326
8656,kalliste_perle_202194_reparation,AVENUE DE VALDONNE,RD 47 VILLA COURREOU,13124,PEYPIN,5.57796,43.386876
8657,mydlar_christophe_145214_reparation_0499770364,587 AV JUSTICE DE CASTELNAU,,34090,MONTPELLIER,3.8770444,43.6263883
8658,_welcom_drupal_m1806_0254601717,Ccial CARREFOUR - Rue Pierre Gaultier,,36000,CHATEAUROUX,0.0,0.0
8659,etablissements_lieutaud_13154_reparation_0442887289,RUE JEAN MONNET,,13700,MARIGNANE,5.2161963,43.4030798
8660,maison_monik_162935_reparation_0664003350,10 RUE MARIE HOPE VERE,,64200,BIARRITZ,-1.5563749,43.4824887
8661,association_libre_informatique_et_solidaire__alis_44_50117_sinoe_0951112145,"16, Boulevard Jean Xxiii",,44000,NANTES,-1.536415579888,47.23715450696
8662,crea_nath_19266_reparation_0610763762,4 LOTISSEMENT MAURIN DES MAURES,,83340,CABASSE,6.2769741,43.429637
8663,communaute_emmaus_dennemont_56453_sinoe,Route de Sandrancourt,,78520,FOLLAINVILLE-DENNEMONT,1.681996554833,49.017669084924
8664,woodworker_shop_122204_reparation_0630898936,PARC D ACTIVITES DU MANOIR BAT4,ATELIER 4 RUE DES ROSEAUX,76170,LILLEBONNE,0.536106,49.507004
8665,les_docs_du_menager_104836_reparation_0638815325,62 BOULEVARD JEAN JAURES,,63000,CLERMONT FERRAND,3.0789579,45.7684743
8666,arnault_anthony_138636_reparation,2 RUE DE MOREST,,41350,HUISSEAU SUR COSSON,1.451397,47.594916
8667,neotix_205342_reparation_0422462070,1822 CHEMIN NOTRE DAME,,06220,VALLAURIS,7.077535,43.575907
8668,lanfumey_guillaume_198059_reparation_0612234319,9 CHEMIN DU PROY,,70000,NAVENNE,6.166253,47.605618
8669,web_informatique_121582_reparation_0235741929,1 B RUE DE LA GARE,,76770,LE HOULME,1.039292,49.509787
8670,la_maison_de_la_retouche_14073_reparation_0682294008,20 BOULEVARD JEAN MERMOZ,,13700,MARIGNANE,5.2308751,43.4211941
8671,byf_art_54333_reparation,61 RUE KENNEDY,,59940,ESTAIRES,2.7174034,50.646008
8672,sarl_joyazur_160034_reparation_0549240715,CENTRE COMMERCIAL NIORT EST,,79180,CHAURAY,-0.3831408,46.3414131
8673,epi_store_119696_reparation,175 B RUE EMILE ROMANET,,73000,CHAMBERY,5.890615,45.583602
8674,chabrand_arnaud_152320_reparation,6 CHEMIN DES CONDOMINES,,09300,LESPARROU,1.906644,42.928886
8675,ocean_de_couture_221877_reparation_0620831333,114 MONTEE DES MAURETTES,LES MAS DE VILLENEUVE,06270,VILLENEUVE LOUBET,7.130107,43.635251
8676,gabaude_henriette_142983_reparation,8 DE LAUTREC,,81100,CASTRES,2.2374086,43.6104409
8677,moreira_catherine_135624_reparation_0248572447,54 Ter AVENUE RAOUL ALADENIZE,,18500,MEHUN SUR YEVRE,2.224897,47.144126
8678,eclisse_et_brindille_199286_reparation_0380938552,2 RUE DE BEZE,,21510,ETALANTE,4.759281,47.639797
8679,menuiserie_ebenisterie_michel_et_herve_hernandez_105170_reparation_0387384011,CHEMIN DE LA MAIE,,57130,JOUY AUX ARCHES,6.0952281,49.0729467
8680,m_ward_richard_175041_reparation,2 RUE DE LA FORGE,,87190,MAGNAC LAVAL,1.201022,46.246533
8681,michel_francesca_215677_reparation_0952777318,48 RUE PARMENTIER,,94130,NOGENT SUR MARNE,2.478149,48.841164
8682,michelangeli_marc_14897_reparation_0671186258,322 BOULEVARD GEORGES BIZET,,13340,ROGNAC,5.2253829,43.484986
8683,les_bijoux_de_doudou_174121_reparation_0625322214,384 AVENUE DE LA LIBERATION,RES DIDIER DAURAT BAT A APT 131,33110,LE BOUSCAT,-0.6424633,44.8610224
8684,l_atelier_du_tapissier_153961_reparation,13 RUE DU FROUT,,29000,QUIMPER,-4.100851,47.995793
8685,arhodor_2488_reparation_0472002157,17  RUE SAINTE CATHERINE,,69001,LYON 01,4.8339129,45.7683361
8686,mate_175180_reparation_0678556249,63 Bis CHEMIN MUSSONVILLE,,33130,BEGLES,-0.5642306,44.7932483
8687,aux_ptits_bois_charmants_223666_reparation_0625465709,243 CHEMIN DE L'ABREUVOIR,COMBES,07430,ST CLAIR,4.670955,45.280793
8688,au_fil_du_jour_163884_reparation_0545365226,PARC COMMERCIAL,LE FIEF DU ROY,16100,CHATEAUBERNARD,-0.2955133,45.6826167
8689,mme_hotgerber_lydia_54479_reparation_0984394934,301 RUE DE L EGLISE,,59310,SAMEON,3.3311067,50.4790148
8690,franck_lambert_sas_195194_reparation_0633983935,14 RUE DE FERE,,02400,CHATEAU THIERRY,3.400103,49.047743
8691,scobs_110795_reparation,RUE DE L'EUROPE,ZONE D'ACTIVITE DU CHAMP BLANCHARD,49400,DISTRE,-0.1161844,47.2319291
8692,communaute_emmaus_quimperle_salle_de_lorient_58784_sinoe,5 Rue Simone Signoret,,56100,LORIENT,-3.374009325083,47.749673468345
8693,qls_serrurerie_multiservices_171807_reparation_0615402274,15 RUE ARMAND DUTREIX,,87000,LIMOGES,1.248273,45.830132
8694,intemporel_by_van_doosselaere_166738_reparation,12 RUE ALAIN GERBAULT,ZAC DES 4 CHEVALIERS,17180,PERIGNY,-1.114008,46.158896
8695,style_et_couture_199343_reparation,9 Bis RUE LOUIS LE GRAND,,39140,BLETTERANS,5.455368,46.74646
8696,m_bougamont_simon_56994_reparation,31 RUE GABRIEL PERI,,59214,QUIEVY,3.4311105,50.1674877
8697,baud_jeanmichel_195833_reparation,3 Bis RUE DU MONT,,25520,EVILLERS,6.223246,47.003189
8698,au_mille_pattes_152892_reparation_0296735709,8 rue de la Pompe,,22510,MONCONTOUR,-2.6348464,48.3596372
8699,mme_garcia_estelle_179729_reparation_0674430193,54 CHEMIN DU PUITS ST MARC,,13780,CUGES LES PINS,5.680205,43.274137
8700,m_raquidel_philippe_206947_reparation,HAMEAU CAMPLIMOUX,,11230,SONNAC SUR L HERS,1.985393,43.012661
8701,assama_emilie_151599_reparation_0766236403,48 CHE LAS BROCOS,,31270,CUGNAUX,1.3211146,43.5543861
8702,nen_175507_reparation_0767407771,2A RUE DE LAUSSAT,,64000,PAU,-0.3709852,43.3022824
8703,fert_materiels_20605_reparation,1220 ROUTE DE CHATAUNEUF,,84700,SORGUES,4.864118,44.027639
8704,sarl_vazzola_140206_reparation_0562294100,RTE DE FOURCES,,32250,MONTREAL,0.229855,43.992791
8705,la_panthoufle_de_vaires_217816_reparation,16 AV DE LA GARE,,77360,VAIRES SUR MARNE,2.640505,48.874125
8706,mme_papillonchamby_fleur_57309_reparation,37 RUE DU MARAIS,,62690,SAVY BERLETTE,2.5743002,50.3557877
8707,monvoisin_54080_reparation_0608670538,52 AVENUE HENRI DELECROIX,,59510,HEM,3.1933958,50.6459702
8708,m_ledyot_jacques_198882_reparation_0680123214,30 RUE DU MIDI,,58180,MARZY,3.089026,46.983194
8709,mme_goncalves_dos_remedios_christiane_197771_reparation_0385525834,16 RUE AUX CORDIERS,,71400,AUTUN,4.299184,46.94906
8710,bobys_multi_services_163095_reparation_0663744106,29 QUAI PORT LA HUME,,33470,GUJAN MESTRAS,-1.1162477,44.6420749
8711,boucle_dor_sarl_196640_reparation_0381996723,31 PLACE DENFERT ROCHEREAU,,25200,MONTBELIARD,6.794683,47.508848
8712,multi_services_habitat_plomberie_chauffage_210871_reparation,31 RUE DES ECOLES,,91510,LARDY,2.296233,48.535642
8713,la_couture_daralco_162541_reparation_0613946596,8 RUE DE LA BACHELLERIE,,87500,SAINT YRIEIX LA PERCHE,1.2106139,45.5143394
8714,kreakrys_205425_reparation,QUARTIER COSTERA HAMEAU DE PIENE,HAUTE,06540,BREIL-SUR-ROYA,7.515276,43.902425
8715,secret_de_cuir_169708_reparation,2 RUE PEYROLOUBILH,,64200,BIARRITZ,-1.5647039,43.4817738
8716,actravaux_181711_reparation_0635581607,DOMAINE DE GAROUVIN,CD 13,83890,BESSE SUR ISSOLE,6.180293,43.32215
8717,rodriguez_thierry_166297_reparation_0678887748,68 COURS DE L'ARGONNE,,33000,BORDEAUX,-0.5744206,44.828292
8718,m_fabulet_renaldo_196476_reparation_0664935221,170 RUE DE VINCELLES,CHATEAURENAUD,71500,LOUHANS,5.224654,46.639046
8719,bijouterie_bonor_194497_reparation_0763369977,716 AV JEAN JAURES,,59790,RONCHIN,3.076339,50.607847
8720,jo_bevan_11732_reparation_0471595160,693 ROUTE DE FREYCENET,FREYCENET,43190,TENCE,4.3322473,45.1255908
8721,robb_s_210078_reparation_0142558055,55 RUE DU FBG MONTMARTRE,,75009,PARIS 09,2.340663,48.875363
8722,annesophie_renault_154009_reparation_0686033863,11 CHEMIN DU CASSOUE,,35800,SAINT-BRIAC-SUR-MER,-2.128905,48.627321
8723,atelier_pascal_guillemin_104519_reparation_0609158275,66 RUE ANATOILE CELLE,,69630,CHAPONOST,4.7649288,45.7175756
8724,transport_martin_7410_reparation,40  CHEMIN DU LAVOIR,,69270,CAILLOUX SUR FONTAINES,4.8702745,45.8525522
8725,chilloux_sylvie_139094_reparation_0247595738,34 la huttiere,,37460,GENILLE,1.077288,47.186642
8726,automobiles_et_techniques_electriques_160228_reparation,20 RUE BLAISE PASCAL,ZI PERIGNY,17180,PERIGNY,-1.1093,46.16216
8727,vaucluse_informatique_205222_reparation_0674697725,13 LOTISSEMENT LE CLOS DES PEUPLIERS,,84300,TAILLADES,5.084795,43.846336
8728,bijouterie_bc_16320_reparation_0492928014,17 AVENUE DE CANNES,,06370,MOUANS SARTOUX,6.9709749,43.6202998
8729,unplugged_8701_reparation,PLACE DE L'OFFICE DU TOURISME,LE THOVEX,73150,VAL D ISERE,6.980157,45.4491996
8730,reactiv_services_39507_reparation_0646011721,6 PLACE JEAN MERMOZ,L ECRIN CHEZ HORIZONS SERVICES,83120,SAINTE MAXIME,6.6356294,43.3111084
8731,atelier_la_doucine_196879_reparation_0384632872,LIEU-DIT LE BOURSET,,70270,MONTESSAUX,6.565756,47.733096
8732,ramirez_henao_arlex_219047_reparation_0770604076,4 RUE COLLANGE,,92300,LEVALLOIS PERRET,2.293553,48.898477
8733,m_lopez_yannick_142560_reparation_0624766935,24 ROUTE DE QUISSAC,,30610,SAUVE,3.959229,43.936907
8734,la_casa_du_bois_186956_reparation_0645949432,RUE GEN DE GAULLE,,67120,DUTTLENHEIM,7.57338,48.522745
8735,m_burillon_raphael_187198_reparation_0778900561,4 RES LES FOUGERES,,68160,STE MARIE AUX MINES,7.174766,48.237671
8736,sam_renov_multiservice_184633_reparation_0649195333,234 RUE DU VILLAGE,,27210,BOULLEVILLE,0.384114,49.360752
8737,corinne_rault_atelier_de_maroquinerie_114675_reparation_0231812874,13 RUE DU MARECHAL FOCH,,14113,VILLERVILLE,0.1273856,49.4008577
8738,sadem_electromenager_162173_reparation_0556274000,CTRE CIAL LE CLOS DU PIN NO 17,,33410,BEGUEY,-0.322875,44.645014
8739,informatique_05_178080_reparation_0613250980,45 CHEMIN DE LA PLAINE,,05400,LA ROCHE DES ARNAUDS,5.952766,44.563777
8740,latelier_2_zoe_frederique_favre_179988_reparation_0684665551,9001 CHEMIN SAINT LAURENT,,84100,ORANGE,4.843826,44.139375
8741,le_village_des_talents_creatifs_drupal_m1347_0988073241,146 boulevard de Bazeilles,,83480,PUGET-SUR-ARGENS,6.693427,43.452193
8742,velos_et_compagnie_6355_reparation_0664927437,40 RUE DE CUIRE,,69004,LYON 04,4.830223,45.7776576
8743,flash_couture_13634_reparation,21 RUE DE LA LIBERTE,,13200,ARLES,4.6257503,43.6774734
8744,mme_fiol_michelle_141117_reparation,67 RUE HENRY MERLE,,30340,SALINDRES,4.157315,44.1689163
8745,veronique_bozec_155946_reparation_0622619000,TREVERROC,,29260,KERNILIS,-4.411516,48.585006
8746,7_points_services_109491_reparation_0767967907,"44, rue président Poincare",,55100,VERDUN,5.3873089,49.1581227
8747,gauthier_laurent_173916_reparation_0645969955,52 RUE VICTOR HUGO,,33200,BORDEAUX,-0.60901,44.84651
8748,se_des_ets_castex_161108_reparation_0558070069,ROUTE DE COMMENSACQ,,40210,LABOUHEYRE,-0.8991381,44.2128892
8749,westborn_175814_reparation,303 ROUTE D ANGRESSE,,40150,SOORTS HOSSEGOR,-1.3902464,43.6637084
8750,hernandez_stephanie_epse_rouviere_151508_reparation_0641259545,LA FERME DE LA PLUME,,12120,RULLAC-SAINT-CIRQ,2.489497,44.129029
8751,goossens_johannes_145630_reparation_0608119959,10 RUE JEAN JAURES,,34110,MIREVAL,3.801286,43.508362
8752,jacent_218868_reparation,4 RUE MONSIEUR,,75007,PARIS 07,2.316074,48.851541
8753,dos_reis_graca_joao_pedro_12620_reparation_0603695209,23  RUE DE GALILEE,,63110,BEAUMONT,3.0835448,45.743403
8754,les_chemins_de_losier_117442_reparation_0637161998,16 RUE DU VILLAGE,,26150,VACHERES EN QUINT,5.259388,44.800607
8755,entreprise_sc_198791_reparation,2 RUE DE LA VERRERIE,,70200,MALBOUHANS,6.581598,47.711749
8756,juery_pierre_140453_reparation_0622521409,1 RUE MARCEL BRIANE,,12500,ESPALION,2.763086,44.526398
8757,renaissance_194697_reparation_0674456345,57 RUE JEAN JAURES,,59217,CATTENIERES,3.329061,50.136489
8758,amandine_ogier_ebenisterie_203299_reparation_0612687660,1734 RUE DE CHANTEGRELET,LIEU DIT MORENOL,42600,SAVIGNEUX,4.095971,45.62597
8759,__home_pc_207844_reparation_0658995404,4 CHEMIN DES CERISIERS CARBASSAS,,12520,PAULHE,3.106054,44.139383
8760,atelier_salviati_180484_reparation_0629897994,81 CHEMIN DU VALLON DES VAUX,,06800,CAGNES SUR MER,7.156027,43.678803
8761,domi_tous_services_213988_reparation_0613610467,3 SQ DU GRAND FOC,,91080,COURCOURONNES,2.420623,48.61449
8762,mme_ghier_corinne_54607_reparation,15 Bis RUE DE WESTROVE,,62910,EPERLECQUES,2.140812,50.8026543
8763,fortunel_patrick_163403_reparation_0553297967,LE CLOS DE SAURET,MOUZENS,24220,COUX ET BIGAROQUE-MOUZENS,0.991506,44.8576539
8764,urbanfuste_163697_reparation_0648064010,CROIX DU TILLEUL,ZA,19400,HAUTEFAGE,1.9915732,45.0972826
8765,vivi_coccinelle_fantaisie_5699_reparation_0472656842,RUE DES MONTS D OR,PARC DES ECHETS LOT NUMERO 12,01700,MIRIBEL,4.9098014,45.8622928
8766,grolleau_laurent_68528_reparation_0241443694,6 IMPASSE DE LA GRANDE COUR,,49750,BEAULIEU SUR LAYON,-0.5870658,47.3109234
8767,gaudaire_william_149460_reparation_0618044126,8 RUE DES EGLANTIERS,,32500,FLEURANCE,0.66565,43.842775
8768,m_mathieu_claude_124888_reparation,36 RUE DES DEPORTES,,88580,SAULCY SUR MEURTHE,6.966857,48.241708
8769,fortin_mickael_169372_reparation_0668991185,1 AVENUE DU GENERAL DE GAULLE,,33330,ST SULPICE DE FALEYRENS,-0.18993,44.875419
8770,les_petites_creas_de_natou_6348_reparation,QUA LA VERNEDE,,07400,ALBA LA ROMAINE,4.597828,44.554554
8771,hu_caroline_67938_reparation_0625971218,LE MOULIN GUYOT,,85700,MONTOURNAIS,-0.769077,46.77029
8772,mme_rame_isabelle_58112_reparation,28 RUE DU PETIT CHANTILLY,,60510,BRESLES,2.2439815,49.4110369
8773,sghaier_fathi_215871_reparation,9 RUE CLOCHER,,95120,ERMONT,2.257837,48.990335
8774,bachschmidt_decoration_sarl_94091_reparation_0389275066,81 RUE DES TROIS EPIS,,68230,NIEDERMORSCHWIHR,7.273,48.099801
8775,alcaraz_anita_19808_reparation_0678377235,LA TERRIERE,,05150,RIBEYRET,5.554912,44.41336
8776,lunier_219226_reparation,11 RUE DU BOUQUET DE LONGCHAMP,,75116,PARIS 16,2.290541,48.865686
8777,aari_location_ski_143233_reparation_0961368052,1 AV REMY COMET,,31110,BAGNERES DE LUCHON,0.6008058,42.8050022
8778,domopad_214658_reparation,32 CHE DU DESSOUS DU ROCHER,,91120,PALAISEAU,2.231187,48.706327
8779,mme_chatellier_fanny_164609_reparation,3 ROUTE DE LA CROIX,,17870,BREUIL MAGNE,-0.9609208,45.9880883
8780,mr_schvent_arnaud_96365_reparation_0325559970,4 RUE MAULJEAN,,52130,WASSY,4.9492106,48.4972285
8781,pressing_du_centre_215894_reparation,64 BD MARX DORMOY,,93190,LIVRY GARGAN,2.523202,48.905786
8782,deco_chez_soifr_121780_reparation_0235335983,19 RUE PLACIDE ALEXANDRE,,76690,MONT CAUVAIRE,1.105641,49.570923
8783,latelier_perdam_195297_reparation_0670865867,2 RUE DES CHEVALIERS,,02160,MOUSSY VERNEUIL,3.631825,49.416905
8784,epicerie_de_saverne_93803_reparation_0388321212,44 RUE DU FAUBOURG DE SAVERNE,,67000,STRASBOURG,7.7393918,48.5870195
8785,cesbron_pierre_alexandre_183805_reparation,13 RUE DE LA POTHERIE,,49290,CHALONNES SUR LOIRE,-0.763786,47.352395
8786,hurel_coline_117787_reparation,37 RUE LAMORICIERE,,44100,NANTES,-1.5723095,47.214125
8787,isabelle_biessy_104981_reparation_0783139681,11 RUE GUETAL,,38000,GRENOBLE,5.726342,45.188982
8788,lhonore_michel_121147_reparation_0235276419,69 RUE JACQUES HUET,,76400,FECAMP,0.3776537,49.7573367
8789,mazouzi_majda_213615_reparation,7 PARC DE LA BERENGERE,,92210,ST CLOUD,2.211468,48.858042
8790,fabrique_edmond_drupal_m0516_0782942615,4 rue Charles de Coulomb,,94200,IVRY-SUR-SEINE,2.4061658,48.8154093
8791,eddie_bike_210190_reparation,24 AV DE MONTJAY,,91400,ORSAY,2.180833,48.685443
8792,legrand_thomas_145786_reparation_0629807278,RTE DE TANE,,32700,LECTOURE,0.645084,43.934222
8793,poll_nicholas_151177_reparation_0561881453,QUARTIER MAULAC,,31580,LARROQUE,0.608684,43.195239
8794,abrial_yohan_ya_18720_reparation,AVENUE PAUL DOUMER,GALERIE ABRIAL,83990,SAINT TROPEZ,6.643754,43.27035
8795,laur_131634_reparation_0492210581,25 PLACE DE LA FONTAINE,,05300,LARAGNE MONTEGLIN,5.8874303,44.281259
8796,quartermaster_177973_reparation_0988995522,45 ALLEE DES ORMES,E.SPACE PARK BAT D. REGUS,06250,MOUGINS,7.01439,43.611135
8797,nicole_mendil_153769_reparation,47 RUE SAINT YVES,,29290,SAINT-RENAN,-4.6227588,48.4336618
8798,north_tri_55889_reparation_0972446088,ROUTE NATIONALE,,59870,MARCHIENNES,3.2623002,50.4280095
8799,celine_jaunet_158538_reparation,5 FOULVANDIER,,35480,SAINT-MALO-DE-PHILY,-1.780229,47.868533
8800,latelier_de_sissi_179741_reparation_0634388186,208 CHEMIN DE FONTISSON,,84470,CHATEAUNEUF DE GADAGNE,4.935046,43.92783
8801,quintin_anne_145314_reparation_0624364672,MOULIN DE LAPLACE - LE BOURG,,46360,LES PECHS DU VERS,1.5826485,44.5936015
8802,caillaux_violette_152227_reparation_0640714989,2 Ter IMPASSE DU CROUZIC,,09200,SAINT GIRONS,1.14954,42.981346
8803,val_bike_204948_reparation_0678899987,26 RUE DE VICHY,,03110,VENDAT,3.362416,46.167466
